Deal ID,From Currency Code,To Currency Code,Deal Timestamp,Amount
136,PLN,SEK,2020-04-24T15:59:49Z,4614
137,RUB,PHP,2020-11-03T04:26:27Z,3680
138,IDR,CNY,2021-01-24T17:02:25Z,2398
139,SEK,JPY,2020-06-20T22:14:35Z,3392
140,IDR,EUR,2020-04-19T07:35:06Z,4799
141,EUR,CNY,2020-12-11T17:17:46Z,5746
142,EUR,CNY,2020-11-28T05:33:52Z,2576
143,LYD,NGN,2021-01-19T00:25:23Z,5021
144,BRL,PKR,2020-03-28T10:22:35Z,7601
145,EUR,JPY,2020-12-09T02:18:06Z,9463
146,GHS,IDR,2020-05-03T08:24:02Z,5145
147,RUB,KZT,2020-10-12T18:51:15Z,8827
148,RUB,IDR,2020-08-31T10:31:02Z,593
149,BRL,PHP,2020-09-16T23:14:38Z,3285
150,CNY,SEK,2020-07-16T22:39:38Z,4652
151,CNY,PLN,2020-04-21T06:59:12Z,9957
152,KES,CNY,2021-01-17T04:03:53Z,9705
153,BRL,RUB,2020-07-19T12:28:34Z,3946
154,XAF,BRL,2020-04-07T14:48:30Z,3371
155,UAH,IDR,2020-08-08T17:33:16Z,5961
156,VEF,COP,2020-05-30T17:55:51Z,3191
157,EUR,BGN,2020-05-28T05:29:36Z,6657
158,NZD,EUR,2020-10-01T03:03:22Z,4270
159,COP,RUB,2020-10-30T12:12:34Z,9094
160,RUB,CNY,2020-08-09T16:41:31Z,5087
161,RUB,IDR,2020-06-13T12:54:05Z,2068
162,VND,EUR,2020-11-28T12:58:05Z,9102
163,CNY,PHP,2020-11-23T12:29:56Z,6253
164,NGN,PHP,2020-12-30T21:59:19Z,4155
165,SEK,BRL,2020-12-16T02:36:12Z,2287
166,PHP,BYR,2020-04-08T22:29:50Z,9734
167,BRL,BRL,2020-08-13T08:09:27Z,4103
168,IDR,CNY,2020-06-18T02:56:25Z,7198
169,IDR,IDR,2020-10-03T08:44:31Z,6157
170,NOK,IDR,2020-04-24T15:39:02Z,2258
171,CNY,SYP,2020-10-06T19:20:44Z,6348
172,IDR,UAH,2020-05-23T10:29:13Z,5026
173,MUR,MXN,2021-03-01T07:38:10Z,8365
174,RUB,CNY,2021-01-30T07:30:34Z,3945
175,PKR,CDF,2020-07-03T08:31:14Z,8657
176,AMD,IDR,2021-02-10T20:00:51Z,1451
177,ALL,PHP,2021-01-13T19:30:17Z,3448
178,HRK,PEN,2020-08-23T11:56:55Z,6088
179,CNY,SEK,2021-02-15T23:05:20Z,2961
180,ZMW,RUB,2020-10-15T10:41:45Z,5122
181,VUV,PLN,2020-06-23T10:48:15Z,7066
182,HUF,MNT,2020-04-06T11:42:45Z,2900
183,RUB,PLN,2020-05-21T02:39:52Z,3591
184,KZT,PLN,2020-07-01T11:27:07Z,7050
185,USD,XOF,2021-01-27T15:45:01Z,7432
186,LTL,IDR,2020-06-10T10:27:21Z,7245
187,THB,CNY,2021-01-05T17:56:31Z,2988
188,SAR,ARS,2020-05-30T05:28:12Z,9840
189,PHP,ZMW,2020-11-17T16:23:49Z,6979
190,IDR,PLN,2020-09-21T00:12:18Z,8615
191,JPY,WST,2020-10-01T07:52:20Z,8896
192,UAH,PHP,2021-02-27T04:55:15Z,3656
193,IDR,USD,2021-01-27T21:37:44Z,6379
194,JPY,USD,2020-10-13T07:26:03Z,6137
195,CNY,JPY,2020-11-22T21:23:37Z,7668
196,THB,SEK,2020-06-10T11:10:48Z,6573
197,PLN,THB,2020-07-22T21:56:19Z,4227
198,IDR,THB,2021-02-17T14:02:29Z,8397
199,IDR,EUR,2021-01-10T11:39:10Z,6024
200,CNY,CNY,2020-03-16T11:20:21Z,4969
201,COP,PLN,2020-10-03T19:39:11Z,1483
202,SEK,EUR,2020-10-17T22:37:58Z,7260
203,IRR,SEK,2020-04-04T18:42:25Z,8503
204,EUR,EUR,2020-11-30T00:27:23Z,1062
205,RUB,CNY,2020-05-27T11:58:56Z,8252
206,CNY,EUR,2021-02-23T18:05:50Z,5061
207,CNY,CAD,2021-03-04T10:43:30Z,1265
208,IDR,RUB,2021-01-15T00:12:52Z,3508
209,USD,VND,2020-05-06T18:04:23Z,5072
210,CNY,CNY,2020-10-24T12:29:34Z,1875
211,CAD,GBP,2021-01-19T17:09:42Z,8773
212,PHP,CNY,2020-04-01T18:15:39Z,9436
213,SEK,CZK,2020-08-24T17:33:31Z,5061
214,PLN,UAH,2021-01-12T12:04:02Z,9557
215,UAH,IDR,2020-06-06T11:20:25Z,7366
216,SEK,TJS,2020-06-02T15:08:38Z,3545
217,IDR,EUR,2020-05-14T22:34:50Z,2500
218,EUR,EUR,2021-03-04T14:46:37Z,1418
219,USD,RUB,2020-12-16T17:13:35Z,4950
220,MAD,IDR,2020-04-17T20:45:54Z,2473
221,RUB,IDR,2021-03-06T01:31:44Z,989
222,AZN,CNY,2020-05-21T06:10:32Z,8120
223,CNY,COP,2020-07-28T15:51:24Z,9998
224,KHR,IDR,2021-03-13T21:08:15Z,4601
225,ILS,AFN,2021-01-05T22:12:41Z,966
226,CNY,CRC,2021-01-16T04:41:39Z,647
227,CNY,RUB,2020-06-28T11:25:35Z,9390
228,PHP,EUR,2020-10-07T12:58:48Z,8106
229,RUB,BRL,2020-11-05T11:42:34Z,2111
230,HRK,EUR,2020-11-06T04:30:01Z,7333
231,PKR,JPY,2020-11-03T21:43:34Z,3047
232,BRL,THB,2020-12-16T11:43:16Z,8058
233,UZS,PHP,2020-07-01T12:07:16Z,4776
234,NIO,PLN,2020-08-01T05:21:54Z,6496
235,SEK,ARS,2020-04-02T20:28:18Z,2000
236,CNY,PHP,2020-03-29T17:51:17Z,9415
237,CNY,AFN,2021-02-07T18:10:09Z,9788
238,MNT,SEK,2020-12-21T22:55:05Z,1251
239,IDR,PHP,2020-07-20T23:11:50Z,5141
240,LTL,ARS,2020-06-03T06:33:30Z,8449
241,KHR,MXN,2021-02-23T12:55:17Z,6714
242,CAD,PLN,2020-12-25T03:35:47Z,5757
243,CNY,IDR,2020-04-14T12:09:55Z,5627
244,UYU,CNY,2020-11-26T08:41:46Z,3334
245,CNY,PKR,2021-01-07T15:13:51Z,7757
246,RUB,AFN,2021-01-24T15:45:14Z,7759
247,MMK,CNY,2020-11-26T05:10:29Z,8910
248,EUR,PLN,2021-03-01T04:23:20Z,7061
249,IDR,JPY,2020-03-15T22:43:52Z,7278
250,AMD,BOB,2020-07-11T13:38:32Z,5154
251,CNY,CNY,2020-10-17T03:07:24Z,7393
252,CAD,BRL,2020-03-29T17:05:23Z,3998
253,XOF,ZMW,2020-11-04T22:06:02Z,3772
254,CNY,CNY,2020-08-26T04:59:42Z,7013
255,CNY,IDR,2020-08-10T07:06:39Z,4210
256,IRR,BRL,2020-07-27T05:31:25Z,8960
257,KWD,CNY,2020-08-10T16:54:28Z,3348
258,EUR,CNY,2021-03-11T19:50:46Z,1671
259,HUF,CNY,2020-11-06T18:08:26Z,1194
260,ARS,EUR,2021-01-23T05:37:11Z,6282
261,RUB,USD,2020-07-30T11:47:32Z,7976
262,ETB,XCD,2020-07-12T17:03:01Z,7417
263,CNY,NGN,2020-12-15T11:55:50Z,8335
264,CZK,USD,2020-08-04T06:54:25Z,9880
265,RUB,IDR,2021-01-18T03:29:06Z,560
266,CNY,PLN,2020-07-26T20:00:24Z,2321
267,BRL,USD,2020-11-24T22:54:00Z,627
268,MNT,CNY,2020-05-03T03:28:57Z,2247
269,CNY,KES,2020-07-11T18:36:14Z,4669
270,EUR,IDR,2021-02-17T16:42:02Z,9319
271,LTL,IDR,2020-07-08T23:08:11Z,8462
272,XPF,IDR,2021-03-07T09:51:06Z,8891
273,PEN,BRL,2020-12-18T15:45:43Z,1345
274,EUR,DOP,2020-08-08T16:15:29Z,6044
275,CNY,CNY,2021-01-11T02:35:04Z,9065
276,EUR,TND,2020-11-22T03:18:38Z,2458
277,IDR,BRL,2020-08-14T18:26:45Z,7347
278,CNY,CNY,2021-02-10T11:51:27Z,4340
279,JPY,CNY,2020-05-24T04:56:32Z,3938
280,WST,PLN,2020-03-22T08:23:15Z,8706
281,JOD,IDR,2020-10-17T03:15:58Z,7828
282,JPY,CNY,2020-10-10T21:32:11Z,7117
283,CRC,GMD,2020-08-23T03:02:06Z,2587
284,PHP,UAH,2020-07-13T23:10:36Z,9819
285,PHP,EUR,2020-05-17T20:48:44Z,5109
286,VND,ISK,2020-05-12T07:36:01Z,4099
287,CNY,PHP,2020-08-15T07:25:31Z,8852
288,BRL,AMD,2020-07-21T06:46:57Z,8870
289,AMD,SEK,2021-02-19T12:26:17Z,5103
290,PKR,CZK,2020-09-29T02:15:44Z,9050
291,EUR,VND,2020-04-27T08:08:46Z,1491
292,RUB,ARS,2021-01-20T23:47:42Z,5760
293,CNY,BRL,2020-08-31T08:35:18Z,6924
294,KES,CNY,2020-07-20T18:32:59Z,8823
295,PEN,CNY,2020-12-01T23:48:05Z,2021
296,CAD,IDR,2020-09-24T04:19:05Z,7309
297,EUR,PLN,2020-12-23T21:31:36Z,3042
298,CNY,IDR,2020-07-28T12:05:47Z,6718
299,CNY,CNY,2020-09-12T17:49:57Z,3466
300,UAH,PHP,2020-09-16T17:08:20Z,5528
301,PHP,CNY,2021-03-12T00:31:30Z,3190
302,EUR,RUB,2020-03-22T01:44:11Z,5087
303,UAH,CNY,2020-10-26T22:23:09Z,7155
304,CUP,PHP,2021-01-18T18:10:49Z,4682
305,CNY,RUB,2020-07-08T11:28:11Z,720
306,EUR,EUR,2020-06-05T10:20:56Z,4454
307,EUR,EUR,2020-12-05T07:10:19Z,2698
308,RUB,RUB,2020-05-02T03:24:53Z,7608
309,JMD,PHP,2020-07-14T20:51:56Z,2187
310,CUP,BRL,2020-04-17T05:40:28Z,3646
311,PEN,PHP,2020-06-20T19:49:03Z,7648
312,PEN,EUR,2020-07-17T06:07:57Z,6912
313,PKR,PEN,2020-06-24T12:51:15Z,7437
314,IDR,CNY,2020-08-09T16:09:31Z,9173
315,PLN,USD,2020-07-30T08:06:35Z,8941
316,MKD,EGP,2020-07-18T07:25:37Z,1616
317,CNY,SEK,2020-11-30T21:18:13Z,4446
318,SEK,CZK,2020-09-09T18:14:41Z,3470
319,BRL,RUB,2020-07-09T04:01:33Z,4437
320,PLN,EUR,2020-12-02T05:38:16Z,4505
321,JPY,EUR,2020-11-03T15:04:00Z,1170
322,CNY,SEK,2020-08-11T00:38:15Z,6479
323,BRL,CNY,2020-09-20T15:19:12Z,7264
324,CNY,DOP,2021-02-21T22:45:57Z,9607
325,KPW,IDR,2020-11-25T11:12:56Z,5496
326,EUR,IDR,2020-04-13T03:11:34Z,5525
327,NOK,PKR,2020-04-09T18:23:48Z,2556
328,SEK,CNY,2021-03-11T11:10:11Z,3802
329,SEK,CNY,2020-08-31T03:55:50Z,2285
330,CNY,CUP,2020-10-11T08:32:38Z,9775
331,EUR,RUB,2020-10-31T00:33:54Z,1926
332,MNT,EUR,2020-10-30T06:16:10Z,5215
333,EUR,CNY,2020-08-12T12:16:31Z,817
334,UAH,IDR,2020-10-28T03:04:47Z,7927
335,CAD,RUB,2020-12-09T13:41:03Z,5011
336,PKR,CNY,2021-01-23T13:46:39Z,5562
337,RUB,CNY,2020-04-17T19:28:35Z,7181
338,EUR,CNY,2020-08-06T07:54:47Z,2958
339,CNY,MNT,2020-06-19T06:42:50Z,6578
340,MYR,SEK,2020-07-08T23:22:05Z,9842
341,NGN,PHP,2020-07-27T13:37:42Z,3928
342,BRL,CNY,2020-08-08T01:44:59Z,7339
343,PEN,RUB,2020-07-16T06:51:12Z,7773
344,RUB,IRR,2021-01-03T05:49:23Z,6997
345,LSL,CNY,2020-08-05T20:04:21Z,3529
346,YER,PLN,2020-06-19T01:28:44Z,9308
347,RUB,IDR,2020-05-11T18:27:11Z,5875
348,SEK,PHP,2020-05-19T06:36:54Z,6343
349,BRL,USD,2020-06-22T09:08:24Z,3049
350,BRL,THB,2020-08-27T14:36:40Z,8249
351,NZD,IDR,2020-04-15T00:46:03Z,2477
352,SEK,BGN,2020-11-21T03:30:48Z,1156
353,IDR,SEK,2020-08-19T14:16:28Z,2968
354,RUB,BRL,2021-01-08T02:31:39Z,9231
355,BRL,HRK,2020-06-27T11:09:57Z,4039
356,IDR,PLN,2020-05-22T16:58:04Z,8806
357,THB,EUR,2020-09-06T22:26:33Z,6107
358,CNY,EUR,2021-02-05T16:15:05Z,2318
359,GEL,IDR,2020-07-23T10:25:41Z,2460
360,PHP,IDR,2020-08-31T22:42:35Z,3523
361,JPY,SYP,2020-10-16T01:20:52Z,7549
362,IDR,EUR,2021-02-11T01:26:19Z,9984
363,CNY,RUB,2020-10-10T02:34:01Z,4865
364,EUR,IDR,2020-08-23T04:25:40Z,9553
365,THB,IDR,2020-11-27T05:38:24Z,4482
366,RUB,CNY,2020-12-28T23:38:01Z,4566
367,BRL,EUR,2020-08-31T23:38:27Z,1496
368,UAH,USD,2020-04-27T18:50:01Z,4348
369,SEK,CNY,2020-09-01T04:04:10Z,4885
370,KGS,CAD,2021-01-31T17:27:25Z,8113
371,CNY,PLN,2020-04-25T07:27:56Z,4320
372,SAR,USD,2020-05-13T18:43:43Z,9101
373,RUB,MAD,2020-07-13T15:12:55Z,600
374,EUR,CNY,2020-05-02T14:36:43Z,4023
375,CRC,BRL,2020-04-27T22:35:34Z,6802
376,XAF,CZK,2020-09-24T23:48:39Z,9364
377,CAD,CNY,2021-03-13T12:41:02Z,2138
378,CNY,PHP,2020-05-06T07:24:12Z,1025
379,IDR,HNL,2020-10-30T06:55:31Z,2361
380,AFN,IDR,2020-04-05T17:42:07Z,9566
381,RUB,IDR,2020-06-09T00:03:52Z,4597
382,ALL,CNY,2020-05-24T05:11:40Z,8729
383,NGN,USD,2020-07-02T16:29:33Z,6663
384,PEN,COP,2020-12-21T02:28:43Z,2154
385,IQD,SEK,2020-09-01T23:09:04Z,7906
386,CNY,IDR,2021-01-03T22:14:51Z,1087
387,USD,PEN,2020-12-23T12:52:37Z,1482
388,CNY,SEK,2020-03-18T11:49:55Z,7146
389,IDR,EUR,2020-09-18T01:11:05Z,696
390,IDR,XAF,2021-03-07T09:15:51Z,1152
391,CNY,CNY,2020-12-06T03:05:35Z,593
392,BRL,CZK,2020-05-25T21:48:24Z,1417
393,ERN,CNY,2020-05-11T14:49:12Z,4676
394,NGN,CNY,2021-01-01T20:59:10Z,2794
395,IDR,UAH,2020-05-07T22:16:43Z,3995
396,CNY,PLN,2020-06-05T07:00:20Z,9905
397,ILS,BRL,2021-03-06T12:51:46Z,3360
398,COP,MXN,2020-08-07T04:31:27Z,4587
399,CNY,USD,2020-07-15T08:27:59Z,5140
400,IDR,EUR,2020-05-04T12:44:06Z,3683
401,CZK,EUR,2020-10-04T21:01:28Z,3543
402,IDR,KRW,2020-04-01T09:30:19Z,4487
403,IDR,JPY,2020-05-07T17:51:18Z,9554
404,EUR,BRL,2020-05-29T18:12:34Z,1195
405,PHP,BWP,2021-01-26T09:32:18Z,2667
406,HRK,PLN,2020-10-04T04:45:54Z,5746
407,IDR,CNY,2020-10-22T01:16:23Z,3152
408,USD,JPY,2020-04-29T21:53:45Z,5480
409,PHP,USD,2021-02-05T23:54:12Z,1567
410,IDR,RUB,2020-04-21T10:23:51Z,2700
411,ARS,CNY,2020-04-15T03:05:55Z,8611
412,PHP,PLN,2021-01-02T04:19:10Z,1830
413,IDR,PHP,2020-11-24T13:22:46Z,660
414,PEN,XOF,2020-09-28T22:28:48Z,1178
415,PHP,CNY,2020-10-08T03:59:09Z,2176
416,CNY,PLN,2020-05-12T13:16:53Z,3093
417,BTN,CNY,2020-08-05T02:36:13Z,3883
418,CNY,RUB,2020-04-03T08:06:31Z,6428
419,CAD,THB,2020-11-03T17:48:49Z,9318
420,CNY,CNY,2021-02-27T16:01:58Z,3440
421,BRL,PLN,2020-05-21T13:31:15Z,2060
422,IDR,SEK,2020-08-20T17:03:16Z,5387
423,RUB,CZK,2021-03-09T07:31:08Z,6389
424,DKK,OMR,2020-12-29T11:38:54Z,5859
425,ARS,PYG,2020-06-30T03:28:39Z,6461
426,PAB,COP,2020-08-06T08:42:47Z,5202
427,USD,IDR,2020-11-18T18:55:56Z,6261
428,SEK,ALL,2020-05-26T10:35:25Z,3056
429,USD,LKR,2020-12-13T18:57:59Z,7743
430,BRL,EUR,2020-11-19T07:27:43Z,7980
431,CNY,PHP,2020-08-13T05:44:08Z,6860
432,UAH,CNY,2020-09-26T18:45:36Z,4643
433,CNY,RSD,2020-04-08T06:38:11Z,2218
434,THB,IDR,2020-05-30T22:54:36Z,1380
435,CZK,PKR,2021-02-17T12:33:30Z,5495
436,PHP,IDR,2021-02-05T11:06:08Z,8516
437,IDR,CUP,2020-11-07T05:13:31Z,3915
438,RUB,ALL,2020-11-20T01:03:41Z,2269
439,UAH,BRL,2020-06-02T17:38:25Z,7872
440,CLP,COP,2020-10-08T18:43:54Z,5581
441,EUR,EUR,2021-02-15T23:35:45Z,5314
442,USD,RUB,2020-07-18T08:29:13Z,1666
443,KZT,IDR,2020-06-01T14:43:31Z,1158
444,CNY,IDR,2020-10-17T08:38:11Z,7283
445,BRL,BRL,2020-12-21T01:51:00Z,9722
446,CNY,CNY,2021-03-12T16:14:44Z,4659
447,CNY,CNY,2021-03-12T04:29:43Z,2602
448,COP,EUR,2021-03-03T08:45:47Z,9713
449,IDR,CZK,2020-07-24T22:36:56Z,5858
450,SEK,UAH,2020-07-14T03:21:09Z,2456
451,CNY,UAH,2020-09-12T04:42:01Z,504
452,PHP,VEF,2020-06-17T04:58:44Z,2358
453,BRL,AFN,2020-11-15T10:07:58Z,8775
454,VEF,CNY,2020-12-25T04:46:45Z,1859
455,BDT,CNY,2020-06-28T08:00:59Z,9299
456,USD,PKR,2020-06-12T10:14:11Z,6057
457,USD,RSD,2021-01-20T16:39:56Z,3618
458,CNY,CNY,2020-08-15T15:02:09Z,1906
459,CNY,BRL,2020-07-26T06:04:59Z,5651
460,EUR,RUB,2020-04-11T12:13:29Z,5142
461,PLN,SDG,2020-03-27T17:23:31Z,1850
462,EUR,EUR,2021-02-07T09:29:48Z,4799
463,SYP,JPY,2020-06-04T10:18:25Z,6959
464,CNY,CAD,2021-02-25T03:39:55Z,5494
465,PEN,CNY,2020-10-15T18:28:41Z,2959
466,PEN,PHP,2020-08-10T20:06:50Z,1753
467,CZK,DOP,2020-05-07T11:48:58Z,8894
468,PEN,IDR,2020-09-21T22:54:51Z,7175
469,EUR,EUR,2020-03-16T12:16:00Z,2513
470,EUR,CNY,2020-10-30T08:42:24Z,9540
471,CNY,CNY,2020-07-26T18:59:41Z,3234
472,CNY,IDR,2020-11-02T07:20:25Z,1081
473,COP,PLN,2020-10-02T11:39:28Z,7565
474,CZK,CAD,2020-05-14T16:39:33Z,2734
475,CNY,PHP,2020-11-29T20:57:47Z,9961
476,USD,CNY,2020-12-30T09:15:24Z,757
477,COP,CNY,2021-01-29T17:12:53Z,9675
478,EUR,UAH,2020-10-22T05:37:43Z,4462
479,UAH,SEK,2020-05-02T08:12:53Z,5386
480,PKR,IDR,2020-05-13T15:53:01Z,8190
481,COP,EUR,2021-01-27T09:49:28Z,8145
482,CNY,CNY,2020-12-13T07:04:24Z,6480
483,EUR,JPY,2020-11-20T21:31:02Z,4273
484,EUR,RUB,2020-07-12T08:50:53Z,9763
485,USD,CNY,2020-08-03T21:20:35Z,7099
486,RUB,CNY,2020-11-23T13:04:35Z,874
487,IDR,CNY,2020-08-21T01:02:48Z,807
488,CNY,PLN,2020-10-30T15:14:46Z,2522
489,TND,COP,2020-10-31T02:13:35Z,2105
490,CNY,CNY,2020-07-01T01:58:08Z,9631
491,CRC,PLN,2020-11-17T09:17:11Z,5534
492,CNY,MGA,2020-08-23T07:01:53Z,3615
493,CNY,SEK,2020-11-08T20:34:56Z,8840
494,XAF,LTL,2020-11-20T16:27:22Z,2066
495,CZK,QAR,2020-03-17T18:58:26Z,7964
496,IDR,MXN,2020-04-11T11:58:01Z,6169
497,PHP,BRL,2021-01-07T09:10:31Z,8163
498,CRC,PLN,2021-01-20T18:04:31Z,2795
499,KRW,ILS,2020-07-12T07:47:28Z,2502
500,CZK,IDR,2020-10-08T19:33:41Z,2077
